A,A_1,A_1_conf,A_1_conf_error,A_1_error,A_2,A_2_conf,A_2_conf_error,A_2_error,A_3,A_3_conf,A_3_conf_error,A_3_error,A_4,A_4_conf,A_4_conf_error,A_4_error,A_5,A_5_conf,A_5_conf_error,A_5_error,A_6,A_6_conf,A_6_conf_error,A_6_error,B,B_1,B_1_conf,B_1_conf_error,B_1_error,B_2,B_2_conf,B_2_conf_error,B_2_error,B_3,B_3_conf,B_3_conf_error,B_3_error,B_4,B_4_conf,B_4_conf_error,B_4_error,B_5,B_5_conf,B_5_conf_error,B_5_error,B_6,B_6_conf,B_6_conf_error,B_6_error,C,C_1,C_1_conf,C_1_conf_error,C_1_error,C_2,C_2_conf,C_2_conf_error,C_2_error,C_3,C_3_conf,C_3_conf_error,C_3_error,C_4,C_4_conf,C_4_conf_error,C_4_error,C_5,C_5_conf,C_5_conf_error,C_5_error,C_6,C_6_conf,C_6_conf_error,C_6_error,D,D_1,D_1_conf,D_1_conf_error,D_1_error,D_2,D_2_conf,D_2_conf_error,D_2_error,D_3,D_3_conf,D_3_conf_error,D_3_error,D_4,D_4_conf,D_4_conf_error,D_4_error,D_5,D_5_conf,D_5_conf_error,D_5_error,D_6,D_6_conf,D_6_conf_error,D_6_error,E,E_1,E_1_conf,E_1_conf_error,E_1_error,E_2,E_2_conf,E_2_conf_error,E_2_error,E_3,E_3_conf,E_3_conf_error,E_3_error,E_4,E_4_conf,E_4_conf_error,E_4_error,E_5,E_5_conf,E_5_conf_error,E_5_error,E_6,E_6_conf,E_6_conf_error,E_6_error
2,2,0.75,0.25,0,2,0.75,0.25,0,2,0.75,0.25,0,2,0.7,0.30000000000000004,0,2.0,0.7,0.30000000000000004,0,2,0.7,0.30000000000000004,0,2,1,0.55,1.1,2,1,0.6,1.2,2,1,0.6,1.2,2,1,0.6,1.2,2,1.0,0.6,1.2,2,1,0.6,1.2,2,1,1,0.35,0.65,0,1,0.3,0.7,0,2,0.35,0.35,1,2,0.5,0.5,1,2.0,0.5,0.5,1,2,0.5,0.5,1,3,3,0.85,0.15000000000000002,0,3,0.85,0.15000000000000002,0,3,0.9,0.09999999999999998,0,3,0.85,0.15000000000000002,0,3.0,0.8,0.19999999999999996,0,3,0.8,0.19999999999999996,0,2,2,0.6,0.4,0,2,0.55,0.44999999999999996,0,2,0.55,0.44999999999999996,0,2,0.75,0.25,0,2.0,0.7,0.30000000000000004,0,2,0.7,0.30000000000000004,0
1,1,0.7,0.30000000000000004,0,1,0.8,0.19999999999999996,0,1,0.7,0.30000000000000004,0,1,0.7,0.30000000000000004,0,1.0,0.6,0.4,0,1,0.7,0.30000000000000004,0,1,1,0.5,0.5,0,1,0.6,0.4,0,1,0.55,0.44999999999999996,0,1,0.6,0.4,0,1.0,0.5,0.5,0,1,0.6,0.4,0,2,2,0.6,0.4,0,2,0.6,0.4,0,2,0.55,0.44999999999999996,0,2,0.7,0.30000000000000004,0,2.0,0.7,0.30000000000000004,0,2,0.7,0.30000000000000004,0,2,2,0.75,0.25,0,2,0.8,0.19999999999999996,0,2,0.75,0.25,0,2,0.8,0.19999999999999996,0,2.0,0.8,0.19999999999999996,0,2,0.8,0.19999999999999996,0,1,2,0.7,0.7,1,2,0.7,0.7,1,2,0.6,0.6,1,2,0.7,0.7,1,2.0,0.7,0.7,1,2,0.7,0.7,1
1,1,0.55,0.44999999999999996,0,0,0.2,0.2,1,0,0.2,0.2,1,1,0.7,0.30000000000000004,0,1.0,0.6,0.4,0,1,0.7,0.30000000000000004,0,1,0,0.15,0.15,1,0,0.2,0.2,1,0,0.2,0.2,1,1,0.5,0.5,0,1.0,0.5,0.5,0,1,0.5,0.5,0,2,3,0.75,0.75,1,3,0.7,0.7,1,3,0.7,0.7,1,3,0.75,0.75,1,3.0,0.75,0.75,1,3,0.8,0.8,1,1,1,0.35,0.65,0,0,0.3,0.3,1,1,0.4,0.6,0,2,0.5,0.5,1,2.0,0.6,0.6,1,2,0.6,0.6,1,2,2,0.6,0.4,0,2,0.6,0.4,0,2,0.6,0.4,0,1,0.4,0.8,2,1.0,0.5,1.0,2,1,0.5,1.0,2
1,1,0.85,0.15000000000000002,0,1,0.75,0.25,0,1,0.65,0.35,0,1,0.9,0.09999999999999998,0,1.0,0.9,0.09999999999999998,0,1,0.95,0.050000000000000044,0,1,1,0.85,0.15000000000000002,0,1,0.8,0.19999999999999996,0,1,0.75,0.25,0,1,0.9,0.09999999999999998,0,1.0,0.9,0.09999999999999998,0,1,0.95,0.050000000000000044,0,1,2,0.55,0.55,1,2,0.7,0.7,1,2,0.6,0.6,1,2,0.7,0.7,1,2.0,0.7,0.7,1,2,0.8,0.8,1,2,2,0.6,0.4,0,2,0.7,0.30000000000000004,0,2,0.55,0.44999999999999996,0,2,0.8,0.19999999999999996,0,2.0,0.8,0.19999999999999996,0,2,0.85,0.15000000000000002,0,2,1,0.65,1.3,2,1,0.75,1.5,2,1,0.7,1.4,2,1,0.85,1.7,2,1.0,0.85,1.7,2,1,0.9,1.8,2
3,1,0.75,4.5,6,1,0.75,4.5,6,1,0.6,3.5999999999999996,6,2,0.8,2.4000000000000004,3,2.0,0.8,2.4000000000000004,3,2,0.8,2.4000000000000004,3,2,3,0.9,0.9,1,3,0.9,0.9,1,3,0.9,0.9,1,3,0.9,0.9,1,3.0,0.9,0.9,1,3,0.9,0.9,1,2,2,0.7,0.30000000000000004,0,2,0.65,0.35,0,2,0.7,0.30000000000000004,0,2,0.7,0.30000000000000004,0,2.0,0.7,0.30000000000000004,0,2,0.7,0.30000000000000004,0,1,1,0.7,0.30000000000000004,0,1,0.7,0.30000000000000004,0,1,0.7,0.30000000000000004,0,1,0.75,0.25,0,1.0,0.7,0.30000000000000004,0,1,0.8,0.19999999999999996,0,1,2,0.85,0.85,1,2,0.75,0.75,1,2,0.8,0.8,1,2,0.85,0.85,1,2.0,0.8,0.8,1,2,0.8,0.8,1
3,1,0.6,3.5999999999999996,6,1,0.75,4.5,6,1,0.65,3.9000000000000004,6,2,0.7,2.0999999999999996,3,2.0,0.7,2.0999999999999996,3,2,0.7,2.0999999999999996,3,3,3,0.9,0.09999999999999998,0,3,0.9,0.09999999999999998,0,3,0.9,0.09999999999999998,0,3,0.95,0.050000000000000044,0,3.0,0.95,0.050000000000000044,0,3,0.95,0.050000000000000044,0,3,3,0.85,0.15000000000000002,0,3,0.85,0.15000000000000002,0,3,0.85,0.15000000000000002,0,3,0.95,0.050000000000000044,0,3.0,0.95,0.050000000000000044,0,3,0.9,0.09999999999999998,0,3,3,0.9,0.09999999999999998,0,3,0.95,0.050000000000000044,0,3,0.9,0.09999999999999998,0,3,0.95,0.050000000000000044,0,3.0,0.95,0.050000000000000044,0,3,0.95,0.050000000000000044,0,1,1,0.5,0.5,0,1,0.55,0.44999999999999996,0,1,0.55,0.44999999999999996,0,1,0.5,0.5,0,2.0,0.6,0.6,1,2,0.6,0.6,1
1,1,0.65,0.35,0,1,0.7,0.30000000000000004,0,1,0.65,0.35,0,1,0.7,0.30000000000000004,0,1.0,0.7,0.30000000000000004,0,1,0.6,0.4,0,2,3,0.85,0.85,1,3,0.85,0.85,1,3,0.85,0.85,1,3,0.85,0.85,1,3.0,0.85,0.85,1,3,0.85,0.85,1,3,3,0.9,0.09999999999999998,0,3,0.9,0.09999999999999998,0,3,0.9,0.09999999999999998,0,3,0.95,0.050000000000000044,0,3.0,0.95,0.050000000000000044,0,3,0.95,0.050000000000000044,0,2,2,0.85,0.15000000000000002,0,2,0.8,0.19999999999999996,0,2,0.85,0.15000000000000002,0,3,0.9,0.9,1,3.0,0.9,0.9,1,3,0.9,0.9,1,1,1,0.6,0.4,0,1,0.6,0.4,0,1,0.6,0.4,0,2,0.75,0.75,1,1.0,0.75,0.25,0,1,0.7,0.30000000000000004,0
1,1,0.7,0.30000000000000004,0,1,0.7,0.30000000000000004,0,1,0.7,0.30000000000000004,0,1,0.85,0.15000000000000002,0,1.0,0.85,0.15000000000000002,0,1,0.85,0.15000000000000002,0,1,1,0.75,0.25,0,1,0.75,0.25,0,1,0.8,0.19999999999999996,0,1,0.9,0.09999999999999998,0,1.0,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,1,2,0.45,0.45,1,2,0.45,0.45,1,2,0.6,0.6,1,1,0.5,0.5,0,1.0,0.5,0.5,0,1,0.5,0.5,0,2,2,0.9,0.09999999999999998,0,2,0.9,0.09999999999999998,0,2,0.9,0.09999999999999998,0,2,0.95,0.050000000000000044,0,2.0,0.95,0.050000000000000044,0,2,0.95,0.050000000000000044,0,1,0,0.5,0.5,1,1,0.4,0.6,0,0,0.4,0.4,1,1,0.7,0.30000000000000004,0,1.0,0.75,0.25,0,1,0.7,0.30000000000000004,0
1,1,0.9,0.09999999999999998,0,1,0.85,0.15000000000000002,0,1,0.85,0.15000000000000002,0,1,0.9,0.09999999999999998,0,1.0,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,1,1,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,1,0.95,0.050000000000000044,0,1.0,0.95,0.050000000000000044,0,1,0.95,0.050000000000000044,0,1,2,0.55,0.55,1,2,0.55,0.55,1,2,0.55,0.55,1,2,0.6,0.6,1,2.0,0.6,0.6,1,2,0.6,0.6,1,1,1,0.85,0.15000000000000002,0,1,0.8,0.19999999999999996,0,1,0.8,0.19999999999999996,0,1,0.9,0.09999999999999998,0,1.0,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,2,2,0.85,0.15000000000000002,0,2,0.75,0.25,0,2,0.8,0.19999999999999996,0,2,0.85,0.15000000000000002,0,2.0,0.85,0.15000000000000002,0,2,0.85,0.15000000000000002,0
1,1,0.6,0.4,0,1,0.72,0.28,0,1,0.7,0.30000000000000004,0,1,0.85,0.15000000000000002,0,1.0,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,1,1,0.7,0.30000000000000004,0,1,0.7,0.30000000000000004,0,1,0.7,0.30000000000000004,0,1,0.8,0.19999999999999996,0,1.0,0.8,0.19999999999999996,0,1,0.8,0.19999999999999996,0,1,2,0.55,0.55,1,2,0.64,0.64,1,2,0.55,0.55,1,2,0.75,0.75,1,2.0,0.7,0.7,1,2,0.75,0.75,1,2,2,0.65,0.35,0,2,0.74,0.26,0,2,0.65,0.35,0,2,0.8,0.19999999999999996,0,2.0,0.8,0.19999999999999996,0,2,0.8,0.19999999999999996,0,1,2,0.6,0.6,1,2,0.66,0.66,1,1,0.6,0.4,0,1,0.7,0.30000000000000004,0,1.0,0.7,0.30000000000000004,0,1,0.7,0.30000000000000004,0
1,1,0.85,0.15000000000000002,0,1,0.85,0.15000000000000002,0,1,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,1.0,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,1,1,0.9,0.09999999999999998,0,1,0.85,0.15000000000000002,0,1,0.9,0.09999999999999998,0,1,0.95,0.050000000000000044,0,1.0,0.9,0.09999999999999998,0,1,0.95,0.050000000000000044,0,1,1,0.6,0.4,0,2,0.55,0.55,1,1,0.6,0.4,0,1,0.7,0.30000000000000004,0,1.0,0.7,0.30000000000000004,0,1,0.7,0.30000000000000004,0,1,1,0.85,0.15000000000000002,0,1,0.85,0.15000000000000002,0,1,0.9,0.09999999999999998,0,1,0.95,0.050000000000000044,0,1.0,0.95,0.050000000000000044,0,1,0.95,0.050000000000000044,0,2,2,0.85,0.15000000000000002,0,2,0.8,0.19999999999999996,0,2,0.9,0.09999999999999998,0,2,0.85,0.15000000000000002,0,2.0,0.85,0.15000000000000002,0,2,0.9,0.09999999999999998,0
3,1,0.65,3.9000000000000004,6,1,0.7,4.199999999999999,6,1,0.6,3.5999999999999996,6,2,0.8,2.4000000000000004,3,2.0,0.8,2.4000000000000004,3,2,0.8,2.4000000000000004,3,2,3,0.85,0.85,1,3,0.85,0.85,1,2,0.9,0.09999999999999998,0,3,0.9,0.9,1,3.0,0.9,0.9,1,3,0.9,0.9,1,1,1,0.35,0.65,0,1,0.35,0.65,0,1,0.3,0.7,0,1,0.4,0.6,0,1.0,0.5,0.5,0,1,0.5,0.5,0,1,1,0.7,0.30000000000000004,0,1,0.7,0.30000000000000004,0,1,0.7,0.30000000000000004,0,1,0.8,0.19999999999999996,0,1.0,0.8,0.19999999999999996,0,1,0.8,0.19999999999999996,0,1,2,0.75,0.75,1,2,0.75,0.75,1,2,0.8,0.8,1,2,0.85,0.85,1,2.0,0.85,0.85,1,2,0.8,0.8,1
1,2,0.7,0.7,1,2,0.65,0.65,1,2,0.65,0.65,1,2,0.7,0.7,1,2.0,0.7,0.7,1,2,0.7,0.7,1,1,3,0.85,2.55,3,3,0.85,2.55,3,3,0.85,2.55,3,3,0.85,2.55,3,3.0,0.85,2.55,3,3,0.85,2.55,3,1,3,0.45,1.35,3,3,0.5,1.5,3,3,0.6,1.7999999999999998,3,3,0.75,2.25,3,3.0,0.7,2.0999999999999996,3,3,0.75,2.25,3,2,3,0.9,0.9,1,3,0.9,0.9,1,3,0.85,0.85,1,3,0.9,0.9,1,3.0,0.9,0.9,1,3,0.9,0.9,1,2,1,0.4,0.8,2,1,0.35,0.7,2,1,0.45,0.9,2,1,0.6,1.2,2,2.0,0.6,0.4,0,2,0.6,0.4,0
1,1,0.75,0.25,0,1,0.75,0.25,0,1,0.75,0.25,0,1,0.9,0.09999999999999998,0,1.0,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,1,1,0.7,0.30000000000000004,0,1,0.7,0.30000000000000004,0,1,0.7,0.30000000000000004,0,1,0.85,0.15000000000000002,0,1.0,0.85,0.15000000000000002,0,1,0.85,0.15000000000000002,0,2,2,0.6,0.4,0,2,0.55,0.44999999999999996,0,2,0.55,0.44999999999999996,0,2,0.75,0.25,0,3.0,0.75,0.75,1,2,0.75,0.25,0,1,1,0.65,0.35,0,1,0.7,0.30000000000000004,0,1,0.75,0.25,0,1,0.9,0.09999999999999998,0,1.0,0.95,0.050000000000000044,0,1,0.9,0.09999999999999998,0,2,2,0.75,0.25,0,2,0.65,0.35,0,2,0.8,0.19999999999999996,0,2,0.8,0.19999999999999996,0,2.0,0.8,0.19999999999999996,0,2,0.8,0.19999999999999996,0
1,1,0.75,0.25,0,1,0.85,0.15000000000000002,0,1,0.75,0.25,0,1,0.9,0.09999999999999998,0,1.0,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,1,1,0.85,0.15000000000000002,0,1,0.9,0.09999999999999998,0,1,0.85,0.15000000000000002,0,1,0.9,0.09999999999999998,0,1.0,0.9,0.09999999999999998,0,1,0.95,0.050000000000000044,0,1,2,0.55,0.55,1,2,0.6,0.6,1,2,0.55,0.55,1,2,0.7,0.7,1,2.0,0.7,0.7,1,2,0.75,0.75,1,2,2,0.8,0.19999999999999996,0,2,0.85,0.15000000000000002,0,2,0.85,0.15000000000000002,0,2,0.9,0.09999999999999998,0,2.0,0.9,0.09999999999999998,0,2,0.9,0.09999999999999998,0,1,0,0.7,0.7,1,0,0.4,0.4,1,0,0.6,0.6,1,0,0.5,0.5,1,0.0,0.8,0.8,1,0,0.8,0.8,1
1,1,0.75,0.25,0,1,0.85,0.15000000000000002,0,1,0.75,0.25,0,1,0.9,0.09999999999999998,0,1.0,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,1,1,0.7,0.30000000000000004,0,1,0.75,0.25,0,1,0.7,0.30000000000000004,0,1,0.9,0.09999999999999998,0,1.0,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,2,2,0.65,0.35,0,2,0.65,0.35,0,2,0.6,0.4,0,2,0.85,0.15000000000000002,0,2.0,0.85,0.15000000000000002,0,2,0.85,0.15000000000000002,0,2,1,0.7,1.4,2,1,0.7,1.4,2,1,0.65,1.3,2,1,0.9,1.8,2,1.0,0.9,1.8,2,1,0.85,1.7,2,2,1,0.55,1.1,2,1,0.6,1.2,2,1,0.55,1.1,2,1,0.75,1.5,2,1.0,0.75,1.5,2,1,0.7,1.4,2
1,1,0.7,0.30000000000000004,0,1,0.75,0.25,0,1,0.75,0.25,0,1,0.9,0.09999999999999998,0,1.0,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,1,1,0.65,0.35,0,1,0.7,0.30000000000000004,0,1,0.7,0.30000000000000004,0,1,0.9,0.09999999999999998,0,1.0,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,1,2,0.55,0.55,1,2,0.55,0.55,1,2,0.55,0.55,1,2,0.75,0.75,1,2.0,0.75,0.75,1,2,0.8,0.8,1,2,2,0.6,0.4,0,2,0.6,0.4,0,2,0.6,0.4,0,2,0.8,0.19999999999999996,0,2.0,0.8,0.19999999999999996,0,2,0.8,0.19999999999999996,0,1,1,0.45,0.55,0,1,0.5,0.5,0,1,0.4,0.6,0,1,0.6,0.4,0,1.0,0.7,0.30000000000000004,0,1,0.6,0.4,0
1,1,0.85,0.15000000000000002,0,1,0.85,0.15000000000000002,0,1,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,1.0,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,1,1,0.75,0.25,0,1,0.8,0.19999999999999996,0,1,0.75,0.25,0,1,0.85,0.15000000000000002,0,1.0,0.85,0.15000000000000002,0,1,0.85,0.15000000000000002,0,1,2,0.65,0.65,1,2,0.55,0.55,1,2,0.55,0.55,1,2,0.8,0.8,1,2.0,0.8,0.8,1,2,0.8,0.8,1,1,1,0.7,0.30000000000000004,0,1,0.75,0.25,0,1,0.8,0.19999999999999996,0,1,0.85,0.15000000000000002,0,1.0,0.85,0.15000000000000002,0,1,0.9,0.09999999999999998,0,2,2,0.7,0.30000000000000004,0,2,0.7,0.30000000000000004,0,2,0.7,0.30000000000000004,0,2,0.85,0.15000000000000002,0,2.0,0.85,0.15000000000000002,0,2,0.85,0.15000000000000002,0
1,1,0.7,0.30000000000000004,0,1,0.75,0.25,0,1,0.8,0.19999999999999996,0,1,0.9,0.09999999999999998,0,1.0,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,1,1,0.75,0.25,0,1,0.7,0.30000000000000004,0,1,0.75,0.25,0,1,0.85,0.15000000000000002,0,1.0,0.85,0.15000000000000002,0,1,0.85,0.15000000000000002,0,2,2,0.7,0.30000000000000004,0,2,0.7,0.30000000000000004,0,2,0.6,0.4,0,2,0.8,0.19999999999999996,0,2.0,0.8,0.19999999999999996,0,2,0.8,0.19999999999999996,0,1,1,0.65,0.35,0,1,0.6,0.4,0,1,0.65,0.35,0,1,0.8,0.19999999999999996,0,1.0,0.85,0.15000000000000002,0,1,0.85,0.15000000000000002,0,2,2,0.7,0.30000000000000004,0,2,0.7,0.30000000000000004,0,2,0.6,0.4,0,2,0.85,0.15000000000000002,0,2.0,0.85,0.15000000000000002,0,2,0.85,0.15000000000000002,0
2,2,0.8,0.19999999999999996,0,2,0.78,0.21999999999999997,0,2,0.85,0.15000000000000002,0,2,0.85,0.15000000000000002,0,2.0,0.85,0.15000000000000002,0,2,0.85,0.15000000000000002,0,1,1,0.75,0.25,0,1,0.7,0.30000000000000004,0,1,0.8,0.19999999999999996,0,1,0.9,0.09999999999999998,0,1.0,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,1,2,0.6,0.6,1,2,0.55,0.55,1,2,0.55,0.55,1,2,0.7,0.7,1,2.0,0.75,0.75,1,2,0.7,0.7,1,1,1,0.7,0.30000000000000004,0,1,0.72,0.28,0,1,0.7,0.30000000000000004,0,1,0.85,0.15000000000000002,0,1.0,0.85,0.15000000000000002,0,1,0.85,0.15000000000000002,0,1,1,0.65,0.35,0,2,0.66,0.66,1,2,0.7,0.7,1,1,0.85,0.15000000000000002,0,1.0,0.8,0.19999999999999996,0,1,0.75,0.25,0
1,2,0.7,0.7,1,2,0.62,0.62,1,2,0.7,0.7,1,2,0.7,0.7,1,2.0,0.7,0.7,1,2,0.7,0.7,1,3,3,0.85,0.15000000000000002,0,3,0.85,0.15000000000000002,0,3,0.85,0.15000000000000002,0,3,0.85,0.15000000000000002,0,3.0,0.85,0.15000000000000002,0,3,0.85,0.15000000000000002,0,2,3,0.45,0.45,1,3,0.56,0.56,1,3,0.8,0.8,1,3,0.75,0.75,1,3.0,0.75,0.75,1,3,0.7,0.7,1,3,3,0.9,0.09999999999999998,0,3,0.9,0.09999999999999998,0,3,0.9,0.09999999999999998,0,3,0.9,0.09999999999999998,0,3.0,0.9,0.09999999999999998,0,3,0.9,0.09999999999999998,0,1,1,0.5,0.5,0,1,0.42,0.5800000000000001,0,1,0.55,0.44999999999999996,0,1,0.5,0.5,0,1.0,0.5,0.5,0,1,0.5,0.5,0
1,1,0.7,0.30000000000000004,0,1,0.75,0.25,0,1,0.75,0.25,0,1,0.8,0.19999999999999996,0,1.0,0.8,0.19999999999999996,0,1,0.8,0.19999999999999996,0,2,2,0.75,0.25,0,2,0.7,0.30000000000000004,0,2,0.7,0.30000000000000004,0,2,0.75,0.25,0,2.0,0.75,0.25,0,2,0.75,0.25,0,2,2,0.85,0.15000000000000002,0,2,0.75,0.25,0,3,0.75,0.75,1,2,0.8,0.19999999999999996,0,2.0,0.8,0.19999999999999996,0,2,0.85,0.15000000000000002,0,2,2,0.75,0.25,0,2,0.7,0.30000000000000004,0,2,0.7,0.30000000000000004,0,2,0.8,0.19999999999999996,0,2.0,0.8,0.19999999999999996,0,2,0.8,0.19999999999999996,0,3,2,0.8,2.4000000000000004,3,2,0.8,2.4000000000000004,3,2,0.8,2.4000000000000004,3,2,0.85,2.55,3,2.0,0.85,2.55,3,2,0.85,2.55,3
1,2,0.78,0.78,1,2,0.72,0.72,1,2,0.7,0.7,1,2,0.8,0.8,1,2.0,0.8,0.8,1,2,0.8,0.8,1,2,2,0.72,0.28,0,2,0.78,0.21999999999999997,0,2,0.75,0.25,0,2,0.75,0.25,0,2.0,0.75,0.25,0,2,0.75,0.25,0,2,2,0.55,0.44999999999999996,0,2,0.5,0.5,0,2,0.55,0.44999999999999996,0,2,0.65,0.35,0,2.0,0.65,0.35,0,2,0.7,0.30000000000000004,0,3,3,0.87,0.13,0,3,0.85,0.15000000000000002,0,3,0.85,0.15000000000000002,0,3,0.95,0.050000000000000044,0,3.0,0.95,0.050000000000000044,0,3,0.95,0.050000000000000044,0,1,1,0.42,0.5800000000000001,0,2,0.62,0.62,1,1,0.45,0.55,0,2,0.7,0.7,1,2.0,0.7,0.7,1,1,0.6,0.4,0
2,2,0.7,0.30000000000000004,0,1,0.7,1.4,2,2,0.6,0.4,0,2,0.7,0.30000000000000004,0,2.0,0.7,0.30000000000000004,0,2,0.7,0.30000000000000004,0,3,3,0.9,0.09999999999999998,0,3,0.9,0.09999999999999998,0,3,0.9,0.09999999999999998,0,3,0.95,0.050000000000000044,0,3.0,0.95,0.050000000000000044,0,3,0.95,0.050000000000000044,0,2,2,0.55,0.44999999999999996,0,2,0.55,0.44999999999999996,0,2,0.5,0.5,0,2,0.6,0.4,0,2.0,0.7,0.30000000000000004,0,2,0.6,0.4,0,1,1,0.7,0.30000000000000004,0,1,0.7,0.30000000000000004,0,1,0.7,0.30000000000000004,0,2,0.8,0.8,1,2.0,0.8,0.8,1,2,0.8,0.8,1,1,2,0.75,0.75,1,2,0.75,0.75,1,2,0.8,0.8,1,2,0.85,0.85,1,2.0,0.85,0.85,1,2,0.85,0.85,1
3,2,0.75,2.25,3,2,0.75,2.25,3,2,0.7,2.0999999999999996,3,3,0.9,0.09999999999999998,0,3.0,0.9,0.09999999999999998,0,3,0.9,0.09999999999999998,0,2,3,0.85,0.85,1,3,0.9,0.9,1,3,0.85,0.85,1,3,0.9,0.9,1,3.0,0.9,0.9,1,3,0.9,0.9,1,2,2,0.65,0.35,0,2,0.65,0.35,0,2,0.6,0.4,0,2,0.75,0.25,0,2.0,0.75,0.25,0,2,0.75,0.25,0,1,2,0.65,0.65,1,2,0.65,0.65,1,2,0.65,0.65,1,2,0.8,0.8,1,2.0,0.8,0.8,1,2,0.8,0.8,1,2,3,0.8,0.8,1,3,0.85,0.85,1,3,0.8,0.8,1,2,0.9,0.09999999999999998,0,2.0,0.9,0.09999999999999998,0,2,0.85,0.15000000000000002,0
1,1,0.85,0.15000000000000002,0,1,0.75,0.25,0,1,0.75,0.25,0,1,0.85,0.15000000000000002,0,1.0,0.9,0.09999999999999998,0,1,0.8,0.19999999999999996,0,1,1,0.8,0.19999999999999996,0,1,0.7,0.30000000000000004,0,1,0.7,0.30000000000000004,0,1,0.85,0.15000000000000002,0,1.0,0.9,0.09999999999999998,0,1,0.85,0.15000000000000002,0,1,2,0.45,0.45,1,2,0.55,0.55,1,1,0.45,0.55,0,1,0.5,0.5,0,1.0,0.5,0.5,0,1,0.5,0.5,0,2,2,0.9,0.09999999999999998,0,2,0.85,0.15000000000000002,0,2,0.85,0.15000000000000002,0,3,0.92,0.92,1,3.0,0.95,0.95,1,3,0.92,0.92,1,1,0,0.6,0.6,1,1,0.45,0.55,0,1,0.35,0.65,0,1,0.7,0.30000000000000004,0,1.0,0.7,0.30000000000000004,0,1,0.6,0.4,0
1,1,0.7,0.30000000000000004,0,1,0.75,0.25,0,1,0.6,0.4,0,1,0.9,0.09999999999999998,0,1.0,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,2,1,0.65,1.3,2,1,0.7,1.4,2,1,0.65,1.3,2,2,0.75,0.25,0,2.0,0.75,0.25,0,2,0.8,0.19999999999999996,0,3,3,0.85,0.15000000000000002,0,3,0.85,0.15000000000000002,0,3,0.85,0.15000000000000002,0,3,0.9,0.09999999999999998,0,3.0,0.9,0.09999999999999998,0,3,0.9,0.09999999999999998,0,1,2,0.75,0.75,1,2,0.75,0.75,1,2,0.75,0.75,1,2,0.8,0.8,1,2.0,0.8,0.8,1,2,0.8,0.8,1,1,0,0.4,0.4,1,0,0.35,0.35,1,0,0.3,0.3,1,1,0.6,0.4,0,1.0,0.7,0.30000000000000004,0,1,0.7,0.30000000000000004,0
1,1,0.78,0.21999999999999997,0,1,0.75,0.25,0,1,0.75,0.25,0,1,0.9,0.09999999999999998,0,1.0,0.9,0.09999999999999998,0,1,0.9,0.09999999999999998,0,2,2,0.74,0.26,0,2,0.8,0.19999999999999996,0,2,0.8,0.19999999999999996,0,2,0.85,0.15000000000000002,0,2.0,0.85,0.15000000000000002,0,2,0.85,0.15000000000000002,0,2,2,0.6,0.4,0,2,0.7,0.30000000000000004,0,2,0.7,0.30000000000000004,0,2,0.75,0.25,0,2.0,0.75,0.25,0,2,0.75,0.25,0,2,1,0.66,1.32,2,1,0.65,1.3,2,2,0.65,0.35,0,2,0.8,0.19999999999999996,0,2.0,0.8,0.19999999999999996,0,2,0.8,0.19999999999999996,0,1,0,0.35,0.35,1,0,0.55,0.55,1,1,0.55,0.44999999999999996,0,1,0.7,0.30000000000000004,0,1.0,0.7,0.30000000000000004,0,1,0.7,0.30000000000000004,0
